number,construction,sentence,item,grammaticality
1606,n_pn,None of the cabinets impress [MASK] ambassadors.,any,1
1607,n_pn,It is not the case that the cabinets impress [MASK] ambassadors.,any,1
1608,n_prel,No cabinets which I have studied impress [MASK] ambassadors.,any,1
1609,n_prel,None of the cabinets which I have studied impress [MASK] ambassadors.,any,1
1610,n_prel,It is not the case that the cabinets which I have studied impress [MASK] ambassadors.,any,1
1611,n_ppp,No cabinets in these places impress [MASK] ambassadors.,any,1
1612,n_ppp,None of the cabinets in these places impress [MASK] ambassadors.,any,1
1613,n_ppp,It is not the case that cabinets in these places impress [MASK] ambassadors.,any,1
1614,n_nrel,No cabinets which I have not studied impress [MASK] ambassadors.,any,1
1615,n_nrel,None of the cabinets which I have not have studied impress [MASK] ambassadors.,any,1
1616,n_nrel,It is not the case that the cabinets which I have not studied impress [MASK] ambassadors.,any,1
1617,n_npp,No cabinets in none of these places impress [MASK] ambassadors.,any,1
1618,n_npp,None of the cabinets in none of these places impress [MASK] ambassadors.,any,1
1619,n_npp,It is not the case that cabinets in none of these places impress [MASK] ambassadors.,any,1
1620,p_pn,The philosophers have done [MASK] harm.,any,0
1621,p_pn,Many of the philosophers have done [MASK] harm.,any,0
1622,p_pn,It is the case that the philosophers have done [MASK] harm.,any,0
1623,p_prel,The philosophers which I have studied have done [MASK] harm.,any,0
1624,p_prel,Many of the philosophers which I have studied have done [MASK] harm.,any,0
1625,p_prel,It is the case that philosophers which I have studied have done [MASK] harm.,any,0
1626,p_ppp,The philosophers in these places have done [MASK] harm.,any,0
1627,p_ppp,Many of the philosophers in these places have done [MASK] harm.,any,0
1628,p_ppp,It is the case that the philosophers in these places have done [MASK] harm.,any,0
1629,p_nrel,The philosophers which I have not studied have done [MASK] harm.,any,1
1630,p_nrel,Many of the philosophers which I have not studied have done [MASK] harm.,any,1
1631,p_nrel,It is the case that the philosophers which I have not studied have done [MASK] harm.,any,1
1632,p_npp,The philosophers in none of these places have done [MASK] harm.,any,1
1633,p_npp,Many of the philosophers in none of these places have done [MASK] harm.,any,1
1634,p_npp,It is the case that philosophers in none of these places have done [MASK] harm.,any,1
1635,n_pn,No philosophers have done [MASK] harm.,any,1
1636,n_pn,None of the philosophers have done [MASK] harm.,any,1
1637,n_pn,It is not the case that the philosophers have done [MASK] harm.,any,1
1638,n_prel,No philosophers which I have studied have done [MASK] harm.,any,1
1639,n_prel,None of the philosophers which I have studied have done [MASK] harm.,any,1
1640,n_prel,It is not the case that the philosophers which I have studied have done [MASK] harm.,any,1
1641,n_ppp,No philosophers in these places have done [MASK] harm.,any,1
1642,n_ppp,None of the philosophers in these places have done [MASK] harm.,any,1
1643,n_ppp,It is not the case that philosophers in these places have done [MASK] harm.,any,1
1644,n_nrel,No philosophers which I have not studied have done [MASK] harm.,any,1
1645,n_nrel,None of the philosophers which I have not have studied have done [MASK] harm.,any,1
1646,n_nrel,It is not the case that the philosophers which I have not studied have done [MASK] harm.,any,1
1647,n_npp,No philosophers in none of these places have done [MASK] harm.,any,1
1648,n_npp,None of the philosophers in none of these places have done [MASK] harm.,any,1
1649,n_npp,It is not the case that philosophers in none of these places have done [MASK] harm.,any,1
1650,p_pn,The philosophers will impact [MASK] legislation.,any,0
1651,p_pn,Many of the philosophers will impact [MASK] legislation.,any,0
1652,p_pn,It is the case that the philosophers will impact [MASK] legislation.,any,0
1653,p_prel,The philosophers which I have studied will impact [MASK] legislation.,any,0
1654,p_prel,Many of the philosophers which I have studied will impact [MASK] legislation.,any,0
1655,p_prel,It is the case that philosophers which I have studied will impact [MASK] legislation.,any,0
1656,p_ppp,The philosophers in these places will impact [MASK] legislation.,any,0
1657,p_ppp,Many of the philosophers in these places will impact [MASK] legislation.,any,0
1658,p_ppp,It is the case that the philosophers in these places will impact [MASK] legislation.,any,0
1659,p_nrel,The philosophers which I have not studied will impact [MASK] legislation.,any,1
1660,p_nrel,Many of the philosophers which I have not studied will impact [MASK] legislation.,any,1
1661,p_nrel,It is the case that the philosophers which I have not studied will impact [MASK] legislation.,any,1
1662,p_npp,The philosophers in none of these places will impact [MASK] legislation.,any,1
1663,p_npp,Many of the philosophers in none of these places will impact [MASK] legislation.,any,1
1664,p_npp,It is the case that philosophers in none of these places will impact [MASK] legislation.,any,1
1665,n_pn,No philosophers will impact [MASK] legislation.,any,1
1666,n_pn,None of the philosophers will impact [MASK] legislation.,any,1
1667,n_pn,It is not the case that the philosophers will impact [MASK] legislation.,any,1
1668,n_prel,No philosophers which I have studied will impact [MASK] legislation.,any,1
1669,n_prel,None of the philosophers which I have studied will impact [MASK] legislation.,any,1
1670,n_prel,It is not the case that the philosophers which I have studied will impact [MASK] legislation.,any,1
1671,n_ppp,No philosophers in these places will impact [MASK] legislation.,any,1
1672,n_ppp,None of the philosophers in these places will impact [MASK] legislation.,any,1
1673,n_ppp,It is not the case that philosophers in these places will impact [MASK] legislation.,any,1
1674,n_nrel,No philosophers which I have not studied will impact [MASK] legislation.,any,1
1675,n_nrel,None of the philosophers which I have not have studied will impact [MASK] legislation.,any,1
1676,n_nrel,It is not the case that the philosophers which I have not studied will impact [MASK] legislation.,any,1
1677,n_npp,No philosophers in none of these places will impact [MASK] legislation.,any,1
1678,n_npp,None of the philosophers in none of these places will impact [MASK] legislation.,any,1
1679,n_npp,It is not the case that philosophers in none of these places will impact [MASK] legislation.,any,1
1680,p_pn,The philosophers confuse [MASK] astronomers.,any,0
1681,p_pn,Many of the philosophers confuse [MASK] astronomers.,any,0
1682,p_pn,It is the case that the philosophers confuse [MASK] astronomers.,any,0
1683,p_prel,The philosophers which I have studied confuse [MASK] astronomers.,any,0
1684,p_prel,Many of the philosophers which I have studied confuse [MASK] astronomers.,any,0
1685,p_prel,It is the case that philosophers which I have studied confuse [MASK] astronomers.,any,0
1686,p_ppp,The philosophers in these places confuse [MASK] astronomers.,any,0
1687,p_ppp,Many of the philosophers in these places confuse [MASK] astronomers.,any,0
1688,p_ppp,It is the case that the philosophers in these places confuse [MASK] astronomers.,any,0
1689,p_nrel,The philosophers which I have not studied confuse [MASK] astronomers.,any,1
1690,p_nrel,Many of the philosophers which I have not studied confuse [MASK] astronomers.,any,1
1691,p_nrel,It is the case that the philosophers which I have not studied confuse [MASK] astronomers.,any,1
1692,p_npp,The philosophers in none of these places confuse [MASK] astronomers.,any,1
1693,p_npp,Many of the philosophers in none of these places confuse [MASK] astronomers.,any,1
1694,p_npp,It is the case that philosophers in none of these places confuse [MASK] astronomers.,any,1
1695,n_pn,No philosophers confuse [MASK] astronomers.,any,1
1696,n_pn,None of the philosophers confuse [MASK] astronomers.,any,1
1697,n_pn,It is not the case that the philosophers confuse [MASK] astronomers.,any,1
1698,n_prel,No philosophers which I have studied confuse [MASK] astronomers.,any,1
1699,n_prel,None of the philosophers which I have studied confuse [MASK] astronomers.,any,1
1700,n_prel,It is not the case that the philosophers which I have studied confuse [MASK] astronomers.,any,1
1701,n_ppp,No philosophers in these places confuse [MASK] astronomers.,any,1
1702,n_ppp,None of the philosophers in these places confuse [MASK] astronomers.,any,1
1703,n_ppp,It is not the case that philosophers in these places confuse [MASK] astronomers.,any,1
1704,n_nrel,No philosophers which I have not studied confuse [MASK] astronomers.,any,1
1705,n_nrel,None of the philosophers which I have not have studied confuse [MASK] astronomers.,any,1
1706,n_nrel,It is not the case that the philosophers which I have not studied confuse [MASK] astronomers.,any,1
1707,n_npp,No philosophers in none of these places confuse [MASK] astronomers.,any,1
1708,n_npp,None of the philosophers in none of these places confuse [MASK] astronomers.,any,1
1709,n_npp,It is not the case that philosophers in none of these places confuse [MASK] astronomers.,any,1
1710,p_pn,The philosophers inspired [MASK] revolutions.,any,0
1711,p_pn,Many of the philosophers inspired [MASK] revolutions.,any,0
1712,p_pn,It is the case that the philosophers inspired [MASK] revolutions.,any,0
1713,p_prel,The philosophers which I have studied inspired [MASK] revolutions.,any,0
1714,p_prel,Many of the philosophers which I have studied inspired [MASK] revolutions.,any,0
1715,p_prel,It is the case that philosophers which I have studied inspired [MASK] revolutions.,any,0
1716,p_ppp,The philosophers in these places inspired [MASK] revolutions.,any,0
1717,p_ppp,Many of the philosophers in these places inspired [MASK] revolutions.,any,0
1718,p_ppp,It is the case that the philosophers in these places inspired [MASK] revolutions.,any,0
1719,p_nrel,The philosophers which I have not studied inspired [MASK] revolutions.,any,1
1720,p_nrel,Many of the philosophers which I have not studied inspired [MASK] revolutions.,any,1
1721,p_nrel,It is the case that the philosophers which I have not studied inspired [MASK] revolutions.,any,1
1722,p_npp,The philosophers in none of these places inspired [MASK] revolutions.,any,1
1723,p_npp,Many of the philosophers in none of these places inspired [MASK] revolutions.,any,1
1724,p_npp,It is the case that philosophers in none of these places inspired [MASK] revolutions.,any,1
1725,n_pn,No philosophers inspired [MASK] revolutions.,any,1
1726,n_pn,None of the philosophers inspired [MASK] revolutions.,any,1
1727,n_pn,It is not the case that the philosophers inspired [MASK] revolutions.,any,1
1728,n_prel,No philosophers which I have studied inspired [MASK] revolutions.,any,1
1729,n_prel,None of the philosophers which I have studied inspired [MASK] revolutions.,any,1
1730,n_prel,It is not the case that the philosophers which I have studied inspired [MASK] revolutions.,any,1
1731,n_ppp,No philosophers in these places inspired [MASK] revolutions.,any,1
1732,n_ppp,None of the philosophers in these places inspired [MASK] revolutions.,any,1
1733,n_ppp,It is not the case that philosophers in these places inspired [MASK] revolutions.,any,1
1734,n_nrel,No philosophers which I have not studied inspired [MASK] revolutions.,any,1
1735,n_nrel,None of the philosophers which I have not have studied inspired [MASK] revolutions.,any,1
1736,n_nrel,It is not the case that the philosophers which I have not studied inspired [MASK] revolutions.,any,1
1737,n_npp,No philosophers in none of these places inspired [MASK] revolutions.,any,1
1738,n_npp,None of the philosophers in none of these places inspired [MASK] revolutions.,any,1
1739,n_npp,It is not the case that philosophers in none of these places inspired [MASK] revolutions.,any,1
1740,p_pn,The philosophers will change [MASK] lives.,any,0
1741,p_pn,Many of the philosophers will change [MASK] lives.,any,0
1742,p_pn,It is the case that the philosophers will change [MASK] lives.,any,0
1743,p_prel,The philosophers which I have studied will change [MASK] lives.,any,0
1744,p_prel,Many of the philosophers which I have studied will change [MASK] lives.,any,0
1745,p_prel,It is the case that philosophers which I have studied will change [MASK] lives.,any,0
1746,p_ppp,The philosophers in these places will change [MASK] lives.,any,0
1747,p_ppp,Many of the philosophers in these places will change [MASK] lives.,any,0
1748,p_ppp,It is the case that the philosophers in these places will change [MASK] lives.,any,0
1749,p_nrel,The philosophers which I have not studied will change [MASK] lives.,any,1
1750,p_nrel,Many of the philosophers which I have not studied will change [MASK] lives.,any,1
1751,p_nrel,It is the case that the philosophers which I have not studied will change [MASK] lives.,any,1
1752,p_npp,The philosophers in none of these places will change [MASK] lives.,any,1
1753,p_npp,Many of the philosophers in none of these places will change [MASK] lives.,any,1
1754,p_npp,It is the case that philosophers in none of these places will change [MASK] lives.,any,1
1755,n_pn,No philosophers will change [MASK] lives.,any,1
1756,n_pn,None of the philosophers will change [MASK] lives.,any,1
1757,n_pn,It is not the case that the philosophers will change [MASK] lives.,any,1
1758,n_prel,No philosophers which I have studied will change [MASK] lives.,any,1
1759,n_prel,None of the philosophers which I have studied will change [MASK] lives.,any,1
1760,n_prel,It is not the case that the philosophers which I have studied will change [MASK] lives.,any,1
1761,n_ppp,No philosophers in these places will change [MASK] lives.,any,1
1762,n_ppp,None of the philosophers in these places will change [MASK] lives.,any,1
1763,n_ppp,It is not the case that philosophers in these places will change [MASK] lives.,any,1
1764,n_nrel,No philosophers which I have not studied will change [MASK] lives.,any,1
1765,n_nrel,None of the philosophers which I have not have studied will change [MASK] lives.,any,1
1766,n_nrel,It is not the case that the philosophers which I have not studied will change [MASK] lives.,any,1
1767,n_npp,No philosophers in none of these places will change [MASK] lives.,any,1
1768,n_npp,None of the philosophers in none of these places will change [MASK] lives.,any,1
1769,n_npp,It is not the case that philosophers in none of these places will change [MASK] lives.,any,1
1770,p_pn,The philosophers impress [MASK] ambassadors.,any,0
1771,p_pn,Many of the philosophers impress [MASK] ambassadors.,any,0
1772,p_pn,It is the case that the philosophers impress [MASK] ambassadors.,any,0
1773,p_prel,The philosophers which I have studied impress [MASK] ambassadors.,any,0
1774,p_prel,Many of the philosophers which I have studied impress [MASK] ambassadors.,any,0
1775,p_prel,It is the case that philosophers which I have studied impress [MASK] ambassadors.,any,0
1776,p_ppp,The philosophers in these places impress [MASK] ambassadors.,any,0
1777,p_ppp,Many of the philosophers in these places impress [MASK] ambassadors.,any,0
1778,p_ppp,It is the case that the philosophers in these places impress [MASK] ambassadors.,any,0
1779,p_nrel,The philosophers which I have not studied impress [MASK] ambassadors.,any,1
1780,p_nrel,Many of the philosophers which I have not studied impress [MASK] ambassadors.,any,1
1781,p_nrel,It is the case that the philosophers which I have not studied impress [MASK] ambassadors.,any,1
1782,p_npp,The philosophers in none of these places impress [MASK] ambassadors.,any,1
1783,p_npp,Many of the philosophers in none of these places impress [MASK] ambassadors.,any,1
1784,p_npp,It is the case that philosophers in none of these places impress [MASK] ambassadors.,any,1
1785,n_pn,No philosophers impress [MASK] ambassadors.,any,1
1786,n_pn,None of the philosophers impress [MASK] ambassadors.,any,1
1787,n_pn,It is not the case that the philosophers impress [MASK] ambassadors.,any,1
1788,n_prel,No philosophers which I have studied impress [MASK] ambassadors.,any,1
1789,n_prel,None of the philosophers which I have studied impress [MASK] ambassadors.,any,1
1790,n_prel,It is not the case that the philosophers which I have studied impress [MASK] ambassadors.,any,1
1791,n_ppp,No philosophers in these places impress [MASK] ambassadors.,any,1
1792,n_ppp,None of the philosophers in these places impress [MASK] ambassadors.,any,1
1793,n_ppp,It is not the case that philosophers in these places impress [MASK] ambassadors.,any,1
1794,n_nrel,No philosophers which I have not studied impress [MASK] ambassadors.,any,1
1795,n_nrel,None of the philosophers which I have not have studied impress [MASK] ambassadors.,any,1
1796,n_nrel,It is not the case that the philosophers which I have not studied impress [MASK] ambassadors.,any,1
1797,n_npp,No philosophers in none of these places impress [MASK] ambassadors.,any,1
1798,n_npp,None of the philosophers in none of these places impress [MASK] ambassadors.,any,1
1799,n_npp,It is not the case that philosophers in none of these places impress [MASK] ambassadors.,any,1
1800,p_pn,The passengers have done [MASK] harm.,any,0
1801,p_pn,Many of the passengers have done [MASK] harm.,any,0
1802,p_pn,It is the case that the passengers have done [MASK] harm.,any,0
1803,p_prel,The passengers which I have studied have done [MASK] harm.,any,0
1804,p_prel,Many of the passengers which I have studied have done [MASK] harm.,any,0
1805,p_prel,It is the case that passengers which I have studied have done [MASK] harm.,any,0
1806,p_ppp,The passengers in these places have done [MASK] harm.,any,0
1807,p_ppp,Many of the passengers in these places have done [MASK] harm.,any,0
1808,p_ppp,It is the case that the passengers in these places have done [MASK] harm.,any,0
1809,p_nrel,The passengers which I have not studied have done [MASK] harm.,any,1
1810,p_nrel,Many of the passengers which I have not studied have done [MASK] harm.,any,1
1811,p_nrel,It is the case that the passengers which I have not studied have done [MASK] harm.,any,1
1812,p_npp,The passengers in none of these places have done [MASK] harm.,any,1
1813,p_npp,Many of the passengers in none of these places have done [MASK] harm.,any,1
1814,p_npp,It is the case that passengers in none of these places have done [MASK] harm.,any,1
1815,n_pn,No passengers have done [MASK] harm.,any,1
1816,n_pn,None of the passengers have done [MASK] harm.,any,1
1817,n_pn,It is not the case that the passengers have done [MASK] harm.,any,1
1818,n_prel,No passengers which I have studied have done [MASK] harm.,any,1
1819,n_prel,None of the passengers which I have studied have done [MASK] harm.,any,1
1820,n_prel,It is not the case that the passengers which I have studied have done [MASK] harm.,any,1
1821,n_ppp,No passengers in these places have done [MASK] harm.,any,1
1822,n_ppp,None of the passengers in these places have done [MASK] harm.,any,1
1823,n_ppp,It is not the case that passengers in these places have done [MASK] harm.,any,1
1824,n_nrel,No passengers which I have not studied have done [MASK] harm.,any,1
1825,n_nrel,None of the passengers which I have not have studied have done [MASK] harm.,any,1
1826,n_nrel,It is not the case that the passengers which I have not studied have done [MASK] harm.,any,1
1827,n_npp,No passengers in none of these places have done [MASK] harm.,any,1
1828,n_npp,None of the passengers in none of these places have done [MASK] harm.,any,1
1829,n_npp,It is not the case that passengers in none of these places have done [MASK] harm.,any,1
1830,p_pn,The passengers will impact [MASK] legislation.,any,0
1831,p_pn,Many of the passengers will impact [MASK] legislation.,any,0
1832,p_pn,It is the case that the passengers will impact [MASK] legislation.,any,0
1833,p_prel,The passengers which I have studied will impact [MASK] legislation.,any,0
1834,p_prel,Many of the passengers which I have studied will impact [MASK] legislation.,any,0
1835,p_prel,It is the case that passengers which I have studied will impact [MASK] legislation.,any,0
1836,p_ppp,The passengers in these places will impact [MASK] legislation.,any,0
1837,p_ppp,Many of the passengers in these places will impact [MASK] legislation.,any,0
1838,p_ppp,It is the case that the passengers in these places will impact [MASK] legislation.,any,0
1839,p_nrel,The passengers which I have not studied will impact [MASK] legislation.,any,1
1840,p_nrel,Many of the passengers which I have not studied will impact [MASK] legislation.,any,1
1841,p_nrel,It is the case that the passengers which I have not studied will impact [MASK] legislation.,any,1
1842,p_npp,The passengers in none of these places will impact [MASK] legislation.,any,1
1843,p_npp,Many of the passengers in none of these places will impact [MASK] legislation.,any,1
1844,p_npp,It is the case that passengers in none of these places will impact [MASK] legislation.,any,1
1845,n_pn,No passengers will impact [MASK] legislation.,any,1
1846,n_pn,None of the passengers will impact [MASK] legislation.,any,1
1847,n_pn,It is not the case that the passengers will impact [MASK] legislation.,any,1
1848,n_prel,No passengers which I have studied will impact [MASK] legislation.,any,1
1849,n_prel,None of the passengers which I have studied will impact [MASK] legislation.,any,1
1850,n_prel,It is not the case that the passengers which I have studied will impact [MASK] legislation.,any,1
1851,n_ppp,No passengers in these places will impact [MASK] legislation.,any,1
1852,n_ppp,None of the passengers in these places will impact [MASK] legislation.,any,1
1853,n_ppp,It is not the case that passengers in these places will impact [MASK] legislation.,any,1
1854,n_nrel,No passengers which I have not studied will impact [MASK] legislation.,any,1
1855,n_nrel,None of the passengers which I have not have studied will impact [MASK] legislation.,any,1
1856,n_nrel,It is not the case that the passengers which I have not studied will impact [MASK] legislation.,any,1
1857,n_npp,No passengers in none of these places will impact [MASK] legislation.,any,1
1858,n_npp,None of the passengers in none of these places will impact [MASK] legislation.,any,1
1859,n_npp,It is not the case that passengers in none of these places will impact [MASK] legislation.,any,1
1860,p_pn,The passengers confuse [MASK] astronomers.,any,0
1861,p_pn,Many of the passengers confuse [MASK] astronomers.,any,0
1862,p_pn,It is the case that the passengers confuse [MASK] astronomers.,any,0
1863,p_prel,The passengers which I have studied confuse [MASK] astronomers.,any,0
1864,p_prel,Many of the passengers which I have studied confuse [MASK] astronomers.,any,0
1865,p_prel,It is the case that passengers which I have studied confuse [MASK] astronomers.,any,0
1866,p_ppp,The passengers in these places confuse [MASK] astronomers.,any,0
1867,p_ppp,Many of the passengers in these places confuse [MASK] astronomers.,any,0
1868,p_ppp,It is the case that the passengers in these places confuse [MASK] astronomers.,any,0
1869,p_nrel,The passengers which I have not studied confuse [MASK] astronomers.,any,1
1870,p_nrel,Many of the passengers which I have not studied confuse [MASK] astronomers.,any,1
1871,p_nrel,It is the case that the passengers which I have not studied confuse [MASK] astronomers.,any,1
1872,p_npp,The passengers in none of these places confuse [MASK] astronomers.,any,1
1873,p_npp,Many of the passengers in none of these places confuse [MASK] astronomers.,any,1
1874,p_npp,It is the case that passengers in none of these places confuse [MASK] astronomers.,any,1
1875,n_pn,No passengers confuse [MASK] astronomers.,any,1
1876,n_pn,None of the passengers confuse [MASK] astronomers.,any,1
1877,n_pn,It is not the case that the passengers confuse [MASK] astronomers.,any,1
1878,n_prel,No passengers which I have studied confuse [MASK] astronomers.,any,1
1879,n_prel,None of the passengers which I have studied confuse [MASK] astronomers.,any,1
1880,n_prel,It is not the case that the passengers which I have studied confuse [MASK] astronomers.,any,1
1881,n_ppp,No passengers in these places confuse [MASK] astronomers.,any,1
1882,n_ppp,None of the passengers in these places confuse [MASK] astronomers.,any,1
1883,n_ppp,It is not the case that passengers in these places confuse [MASK] astronomers.,any,1
1884,n_nrel,No passengers which I have not studied confuse [MASK] astronomers.,any,1
1885,n_nrel,None of the passengers which I have not have studied confuse [MASK] astronomers.,any,1
1886,n_nrel,It is not the case that the passengers which I have not studied confuse [MASK] astronomers.,any,1
1887,n_npp,No passengers in none of these places confuse [MASK] astronomers.,any,1
1888,n_npp,None of the passengers in none of these places confuse [MASK] astronomers.,any,1
1889,n_npp,It is not the case that passengers in none of these places confuse [MASK] astronomers.,any,1
1890,p_pn,The passengers inspired [MASK] revolutions.,any,0
1891,p_pn,Many of the passengers inspired [MASK] revolutions.,any,0
1892,p_pn,It is the case that the passengers inspired [MASK] revolutions.,any,0
1893,p_prel,The passengers which I have studied inspired [MASK] revolutions.,any,0
1894,p_prel,Many of the passengers which I have studied inspired [MASK] revolutions.,any,0
1895,p_prel,It is the case that passengers which I have studied inspired [MASK] revolutions.,any,0
1896,p_ppp,The passengers in these places inspired [MASK] revolutions.,any,0
1897,p_ppp,Many of the passengers in these places inspired [MASK] revolutions.,any,0
1898,p_ppp,It is the case that the passengers in these places inspired [MASK] revolutions.,any,0
1899,p_nrel,The passengers which I have not studied inspired [MASK] revolutions.,any,1
1900,p_nrel,Many of the passengers which I have not studied inspired [MASK] revolutions.,any,1
1901,p_nrel,It is the case that the passengers which I have not studied inspired [MASK] revolutions.,any,1
1902,p_npp,The passengers in none of these places inspired [MASK] revolutions.,any,1
1903,p_npp,Many of the passengers in none of these places inspired [MASK] revolutions.,any,1
1904,p_npp,It is the case that passengers in none of these places inspired [MASK] revolutions.,any,1
1905,n_pn,No passengers inspired [MASK] revolutions.,any,1
1906,n_pn,None of the passengers inspired [MASK] revolutions.,any,1
1907,n_pn,It is not the case that the passengers inspired [MASK] revolutions.,any,1
1908,n_prel,No passengers which I have studied inspired [MASK] revolutions.,any,1
1909,n_prel,None of the passengers which I have studied inspired [MASK] revolutions.,any,1
1910,n_prel,It is not the case that the passengers which I have studied inspired [MASK] revolutions.,any,1
1911,n_ppp,No passengers in these places inspired [MASK] revolutions.,any,1
1912,n_ppp,None of the passengers in these places inspired [MASK] revolutions.,any,1
1913,n_ppp,It is not the case that passengers in these places inspired [MASK] revolutions.,any,1
1914,n_nrel,No passengers which I have not studied inspired [MASK] revolutions.,any,1
1915,n_nrel,None of the passengers which I have not have studied inspired [MASK] revolutions.,any,1
1916,n_nrel,It is not the case that the passengers which I have not studied inspired [MASK] revolutions.,any,1
1917,n_npp,No passengers in none of these places inspired [MASK] revolutions.,any,1
1918,n_npp,None of the passengers in none of these places inspired [MASK] revolutions.,any,1
1919,n_npp,It is not the case that passengers in none of these places inspired [MASK] revolutions.,any,1
1920,p_pn,The passengers will change [MASK] lives.,any,0
1921,p_pn,Many of the passengers will change [MASK] lives.,any,0
1922,p_pn,It is the case that the passengers will change [MASK] lives.,any,0
1923,p_prel,The passengers which I have studied will change [MASK] lives.,any,0
1924,p_prel,Many of the passengers which I have studied will change [MASK] lives.,any,0
1925,p_prel,It is the case that passengers which I have studied will change [MASK] lives.,any,0
1926,p_ppp,The passengers in these places will change [MASK] lives.,any,0
1927,p_ppp,Many of the passengers in these places will change [MASK] lives.,any,0
1928,p_ppp,It is the case that the passengers in these places will change [MASK] lives.,any,0
1929,p_nrel,The passengers which I have not studied will change [MASK] lives.,any,1
1930,p_nrel,Many of the passengers which I have not studied will change [MASK] lives.,any,1
1931,p_nrel,It is the case that the passengers which I have not studied will change [MASK] lives.,any,1
1932,p_npp,The passengers in none of these places will change [MASK] lives.,any,1
1933,p_npp,Many of the passengers in none of these places will change [MASK] lives.,any,1
1934,p_npp,It is the case that passengers in none of these places will change [MASK] lives.,any,1
1935,n_pn,No passengers will change [MASK] lives.,any,1
1936,n_pn,None of the passengers will change [MASK] lives.,any,1
1937,n_pn,It is not the case that the passengers will change [MASK] lives.,any,1
1938,n_prel,No passengers which I have studied will change [MASK] lives.,any,1
1939,n_prel,None of the passengers which I have studied will change [MASK] lives.,any,1
1940,n_prel,It is not the case that the passengers which I have studied will change [MASK] lives.,any,1
1941,n_ppp,No passengers in these places will change [MASK] lives.,any,1
1942,n_ppp,None of the passengers in these places will change [MASK] lives.,any,1
1943,n_ppp,It is not the case that passengers in these places will change [MASK] lives.,any,1
1944,n_nrel,No passengers which I have not studied will change [MASK] lives.,any,1
1945,n_nrel,None of the passengers which I have not have studied will change [MASK] lives.,any,1
1946,n_nrel,It is not the case that the passengers which I have not studied will change [MASK] lives.,any,1
1947,n_npp,No passengers in none of these places will change [MASK] lives.,any,1
1948,n_npp,None of the passengers in none of these places will change [MASK] lives.,any,1
1949,n_npp,It is not the case that passengers in none of these places will change [MASK] lives.,any,1
1950,p_pn,The passengers impress [MASK] ambassadors.,any,0
1951,p_pn,Many of the passengers impress [MASK] ambassadors.,any,0
1952,p_pn,It is the case that the passengers impress [MASK] ambassadors.,any,0
1953,p_prel,The passengers which I have studied impress [MASK] ambassadors.,any,0
1954,p_prel,Many of the passengers which I have studied impress [MASK] ambassadors.,any,0
1955,p_prel,It is the case that passengers which I have studied impress [MASK] ambassadors.,any,0
1956,p_ppp,The passengers in these places impress [MASK] ambassadors.,any,0
1957,p_ppp,Many of the passengers in these places impress [MASK] ambassadors.,any,0
1958,p_ppp,It is the case that the passengers in these places impress [MASK] ambassadors.,any,0
1959,p_nrel,The passengers which I have not studied impress [MASK] ambassadors.,any,1
1960,p_nrel,Many of the passengers which I have not studied impress [MASK] ambassadors.,any,1
1961,p_nrel,It is the case that the passengers which I have not studied impress [MASK] ambassadors.,any,1
1962,p_npp,The passengers in none of these places impress [MASK] ambassadors.,any,1
1963,p_npp,Many of the passengers in none of these places impress [MASK] ambassadors.,any,1
1964,p_npp,It is the case that passengers in none of these places impress [MASK] ambassadors.,any,1
1965,n_pn,No passengers impress [MASK] ambassadors.,any,1
1966,n_pn,None of the passengers impress [MASK] ambassadors.,any,1
1967,n_pn,It is not the case that the passengers impress [MASK] ambassadors.,any,1
1968,n_prel,No passengers which I have studied impress [MASK] ambassadors.,any,1
1969,n_prel,None of the passengers which I have studied impress [MASK] ambassadors.,any,1
1970,n_prel,It is not the case that the passengers which I have studied impress [MASK] ambassadors.,any,1
1971,n_ppp,No passengers in these places impress [MASK] ambassadors.,any,1
1972,n_ppp,None of the passengers in these places impress [MASK] ambassadors.,any,1
1973,n_ppp,It is not the case that passengers in these places impress [MASK] ambassadors.,any,1
1974,n_nrel,No passengers which I have not studied impress [MASK] ambassadors.,any,1
1975,n_nrel,None of the passengers which I have not have studied impress [MASK] ambassadors.,any,1
1976,n_nrel,It is not the case that the passengers which I have not studied impress [MASK] ambassadors.,any,1
1977,n_npp,No passengers in none of these places impress [MASK] ambassadors.,any,1
1978,n_npp,None of the passengers in none of these places impress [MASK] ambassadors.,any,1
1979,n_npp,It is not the case that passengers in none of these places impress [MASK] ambassadors.,any,1
